Source_File,Title
architectural_concepts.csv,Missing Encryption of Sensitive Data
architectural_concepts.csv,Cleartext Storage of Sensitive Information
architectural_concepts.csv,Cleartext Storage in a File or on Disk
architectural_concepts.csv,Cleartext Storage in the Registry
architectural_concepts.csv,Cleartext Storage of Sensitive Information in a Cookie
architectural_concepts.csv,Cleartext Storage of Sensitive Information in Memory
architectural_concepts.csv,Cleartext Storage of Sensitive Information in GUI
architectural_concepts.csv,Cleartext Storage of Sensitive Information in Executable
architectural_concepts.csv,Cleartext Transmission of Sensitive Information
architectural_concepts.csv,Use of Hard-coded Cryptographic Key
architectural_concepts.csv,Key Exchange without Entity Authentication
architectural_concepts.csv,"Reusing a Nonce, Key Pair in Encryption"
architectural_concepts.csv,Use of a Key Past its Expiration Date
architectural_concepts.csv,Missing Cryptographic Step
architectural_concepts.csv,Inadequate Encryption Strength
architectural_concepts.csv,Use of a Broken or Risky Cryptographic Algorithm
architectural_concepts.csv,Use of Weak Hash
architectural_concepts.csv,Use of Insufficiently Random Values
architectural_concepts.csv,Insufficient Entropy
architectural_concepts.csv,Insufficient Entropy in PRNG
architectural_concepts.csv,Improper Handling of Insufficient Entropy in TRNG
architectural_concepts.csv,Small Space of Random Values
architectural_concepts.csv,Incorrect Usage of Seeds in Pseudo-Random Number Generator (PRNG)
architectural_concepts.csv,Same Seed in Pseudo-Random Number Generator (PRNG)
architectural_concepts.csv,Predictable Seed in Pseudo-Random Number Generator (PRNG)
architectural_concepts.csv,Use of Cryptographically Weak Pseudo-Random Number Generator (PRNG)
architectural_concepts.csv,Small Seed Space in PRNG
architectural_concepts.csv,Predictable from Observable State
architectural_concepts.csv,Insufficient Verification of Data Authenticity
architectural_concepts.csv,Origin Validation Error
architectural_concepts.csv,Improper Verification of Cryptographic Signature
architectural_concepts.csv,Acceptance of Extraneous Untrusted Data With Trusted Data
architectural_concepts.csv,Cross-Site Request Forgery (CSRF)
architectural_concepts.csv,Missing Support for Integrity Check
architectural_concepts.csv,Improper Validation of Integrity Check Value
architectural_concepts.csv,Exposure of Private Personal Information to an Unauthorized Actor
architectural_concepts.csv,Missing Check for Certificate Revocation after Initial Check
architectural_concepts.csv,Session Fixation
architectural_concepts.csv,Detection of Error Condition Without Action
architectural_concepts.csv,Unchecked Error Condition
architectural_concepts.csv,Missing Report of Error Condition
architectural_concepts.csv,Exposure of File Descriptor to Unintended Control Sphere ('File Descriptor Leak')
architectural_concepts.csv,Unprotected Primary Channel
architectural_concepts.csv,Unprotected Alternate Channel
architectural_concepts.csv,Direct Request ('Forced Browsing')
architectural_concepts.csv,Untrusted Search Path
architectural_concepts.csv,Unrestricted Upload of File with Dangerous Type
architectural_concepts.csv,Unintended Proxy or Intermediary ('Confused Deputy')
architectural_concepts.csv,Improper Cleanup on Thrown Exception
architectural_concepts.csv,External Control of Assumed-Immutable Web Parameter
architectural_concepts.csv,PHP External Variable Modification
architectural_concepts.csv,Exposure of Data Element to Wrong Session
architectural_concepts.csv,Download of Code Without Integrity Check
architectural_concepts.csv,Deserialization of Untrusted Data
architectural_concepts.csv,Weak Password Requirements
architectural_concepts.csv,Insufficiently Protected Credentials
architectural_concepts.csv,Unprotected Transport of Credentials
architectural_concepts.csv,Exposure of Version-Control Repository to an Unauthorized Control Sphere
architectural_concepts.csv,Exposure of Core Dump File to an Unauthorized Control Sphere
architectural_concepts.csv,Exposure of Access Control List Files to an Unauthorized Control Sphere
architectural_concepts.csv,Exposure of Backup File to an Unauthorized Control Sphere
architectural_concepts.csv,Insertion of Sensitive Information into Log File
architectural_concepts.csv,Insertion of Sensitive Information into Externally-Accessible File or Directory
architectural_concepts.csv,Missing Standardized Error Handling Mechanism
architectural_concepts.csv,Server-generated Error Message Containing Sensitive Information
architectural_concepts.csv,Incorrect Behavior Order: Authorization Before Parsing and Canonicalization
architectural_concepts.csv,Files or Directories Accessible to External Parties
architectural_concepts.csv,Reliance on Cookies without Validation and Integrity Checking
architectural_concepts.csv,Authorization Bypass Through User-Controlled SQL Primary Key
architectural_concepts.csv,J2EE Bad Practices: Non-serializable Object Stored in Session
architectural_concepts.csv,Authentication Bypass: OpenSSL CTX Object Modified after SSL Objects are Created
architectural_concepts.csv,Missing Validation of OpenSSL Certificate
architectural_concepts.csv,URL Redirection to Untrusted Site ('Open Redirect')
architectural_concepts.csv,Client-Side Enforcement of Server-Side Security
architectural_concepts.csv,Use of Client-Side Authentication
architectural_concepts.csv,Externally Controlled Reference to a Resource in Another Sphere
architectural_concepts.csv,Improper Restriction of XML External Entity Reference
architectural_concepts.csv,Insufficient Session Expiration
architectural_concepts.csv,Unverified Password Change
architectural_concepts.csv,Authorization Bypass Through User-Controlled Key
architectural_concepts.csv,Weak Password Recovery Mechanism for Forgotten Password
architectural_concepts.csv,Improper Restriction of Names for Files and Other Resources
architectural_concepts.csv,External Control of Critical State Data
architectural_concepts.csv,Improper Neutralization of Data within XPath Expressions ('XPath Injection')
architectural_concepts.csv,Overly Restrictive Account Lockout Mechanism
architectural_concepts.csv,Use of Non-Canonical URL Paths for Authorization Decisions
architectural_concepts.csv,Reliance on Obfuscation or Encryption of Security-Relevant Inputs without Integrity Checking
architectural_concepts.csv,Improper Neutralization of Data within XQuery Expressions ('XQuery Injection')
architectural_concepts.csv,Improper Isolation or Compartmentalization
architectural_concepts.csv,Reliance on Security Through Obscurity
architectural_concepts.csv,Exposure of Resource to Wrong Sphere
architectural_concepts.csv,Incorrect Resource Transfer Between Spheres
architectural_concepts.csv,Lack of Administrator Control over Security
architectural_concepts.csv,External Influence of Sphere Definition
architectural_concepts.csv,Improper Check or Handling of Exceptional Conditions
architectural_concepts.csv,Improper Neutralization
architectural_concepts.csv,Incorrect Ownership Assignment
architectural_concepts.csv,Incorrect Permission Assignment for Critical Resource
architectural_concepts.csv,Improper Check for Unusual or Exceptional Conditions
architectural_concepts.csv,Improper Handling of Exceptional Conditions
architectural_concepts.csv,Selection of Less-Secure Algorithm During Negotiation ('Algorithm Downgrade')
architectural_concepts.csv,Use of a One-Way Hash without a Salt
architectural_concepts.csv,Use of a One-Way Hash with a Predictable Salt
architectural_concepts.csv,Allocation of Resources Without Limits or Throttling
architectural_concepts.csv,Insufficient Logging
architectural_concepts.csv,Logging of Excessive Data
architectural_concepts.csv,Use of RSA Algorithm without OAEP
architectural_concepts.csv,Exposed IOCTL with Insufficient Access Control
architectural_concepts.csv,Reliance on Cookies without Validation and Integrity Checking in a Security Decision
architectural_concepts.csv,Improper Filtering of Special Elements
architectural_concepts.csv,Incomplete Filtering of Special Elements
architectural_concepts.csv,Incomplete Filtering of One or More Instances of Special Elements
architectural_concepts.csv,Only Filtering One Instance of a Special Element
architectural_concepts.csv,Incomplete Filtering of Multiple Instances of Special Elements
architectural_concepts.csv,Only Filtering Special Elements at a Specified Location
architectural_concepts.csv,Only Filtering Special Elements Relative to a Marker
architectural_concepts.csv,Only Filtering Special Elements at an Absolute Position
architectural_concepts.csv,Use of Hard-coded Credentials
architectural_concepts.csv,Reliance on Untrusted Inputs in a Security Decision
architectural_concepts.csv,Improper Control of Document Type Definition
architectural_concepts.csv,Inclusion of Functionality from Untrusted Control Sphere
architectural_concepts.csv,Inclusion of Web Functionality from an Untrusted Source
architectural_concepts.csv,Use of Password Hash Instead of Password for Authentication
architectural_concepts.csv,Improper Enforcement of Behavioral Workflow
architectural_concepts.csv,Missing Authorization
architectural_concepts.csv,Incorrect Authorization
architectural_concepts.csv,Use of Password Hash With Insufficient Computational Effort
architectural_concepts.csv,Storage of Sensitive Data in a Mechanism without Access Control
architectural_concepts.csv,Insecure Storage of Sensitive Information
architectural_concepts.csv,Improper Restriction of Communication Channel to Intended Endpoints
architectural_concepts.csv,Improper Enforcement of Message Integrity During Transmission in a Communication Channel
architectural_concepts.csv,Improper Authorization in Handler for Custom URL Scheme
architectural_concepts.csv,Improper Verification of Source of a Communication Channel
architectural_concepts.csv,Incorrectly Specified Destination in a Communication Channel
architectural_concepts.csv,Permissive Cross-domain Security Policy with Untrusted Domains
architectural_concepts.csv,Improper Neutralization of Special Elements in Data Query Logic
cisq_data_protection_methods.csv,Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal')
cisq_data_protection_methods.csv,Relative Path Traversal
cisq_data_protection_methods.csv,Absolute Path Traversal
cisq_data_protection_methods.csv,Improper Neutralization of Special Elements used in a Command ('Command Injection')
cisq_data_protection_methods.csv,Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection')
cisq_data_protection_methods.csv,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')
cisq_data_protection_methods.csv,Improper Neutralization of Argument Delimiters in a Command ('Argument Injection')
cisq_data_protection_methods.csv,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection')
cisq_data_protection_methods.csv,Improper Neutralization of Special Elements used in an LDAP Query ('LDAP Injection')
cisq_data_protection_methods.csv,XML Injection (aka Blind XPath Injection)
cisq_data_protection_methods.csv,Improper Control of Resource Identifiers ('Resource Injection')
cisq_data_protection_methods.csv,Improper Restriction of Operations within the Bounds of a Memory Buffer
cisq_data_protection_methods.csv,Buffer Copy without Checking Size of Input ('Classic Buffer Overflow')
cisq_data_protection_methods.csv,Write-what-where Condition
cisq_data_protection_methods.csv,Out-of-bounds Read
cisq_data_protection_methods.csv,Improper Validation of Array Index
cisq_data_protection_methods.csv,Improper Handling of Length Parameter Inconsistency
cisq_data_protection_methods.csv,Incorrect Calculation of Buffer Size
cisq_data_protection_methods.csv,Use of Externally-Controlled Format String
cisq_data_protection_methods.csv,Improper Null Termination
cisq_data_protection_methods.csv,Unexpected Sign Extension
cisq_data_protection_methods.csv,Signed to Unsigned Conversion Error
cisq_data_protection_methods.csv,Unsigned to Signed Conversion Error
cisq_data_protection_methods.csv,Numeric Truncation Error
cisq_data_protection_methods.csv,Exposure of Sensitive Information Due to Incompatible Policies
cisq_data_protection_methods.csv,Uncaught Exception
cisq_data_protection_methods.csv,Use of Hard-coded Password
cisq_data_protection_methods.csv,Improper Access Control
cisq_data_protection_methods.csv,Improper Authorization
cisq_data_protection_methods.csv,Improper Authentication
cisq_data_protection_methods.csv,Authentication Bypass Using an Alternate Path or Channel
cisq_data_protection_methods.csv,Missing Encryption of Sensitive Data
cisq_data_protection_methods.csv,Use of Hard-coded Cryptographic Key
cisq_data_protection_methods.csv,Exposure of Private Personal Information to an Unauthorized Actor
cisq_data_protection_methods.csv,Race Condition within a Thread
cisq_data_protection_methods.csv,Divide By Zero
cisq_data_protection_methods.csv,Unchecked Error Condition
cisq_data_protection_methods.csv,Missing Report of Error Condition
cisq_data_protection_methods.csv,Improper Resource Shutdown or Release
cisq_data_protection_methods.csv,Double Free
cisq_data_protection_methods.csv,Use After Free
cisq_data_protection_methods.csv,Improper Protection of Alternate Path
cisq_data_protection_methods.csv,Unrestricted Upload of File with Dangerous Type
cisq_data_protection_methods.csv,Missing Initialization of a Variable
cisq_data_protection_methods.csv,Use of Uninitialized Variable
cisq_data_protection_methods.csv,Deserialization of Untrusted Data
cisq_data_protection_methods.csv,Use of Singleton Pattern Without Synchronization in a Multithreaded Context
cisq_data_protection_methods.csv,Return of Stack Variable Address
cisq_data_protection_methods.csv,Unsynchronized Access to Shared Data in a Multithreaded Context
cisq_data_protection_methods.csv,Unchecked Input for Loop Condition
cisq_data_protection_methods.csv,Improper Restriction of XML External Entity Reference
cisq_data_protection_methods.csv,Executable Regular Expression Error
cisq_data_protection_methods.csv,Authorization Bypass Through User-Controlled Key
cisq_data_protection_methods.csv,Improper Neutralization of Data within XPath Expressions ('XPath Injection')
cisq_data_protection_methods.csv,Improper Neutralization of Data within XQuery Expressions ('XQuery Injection')
cisq_data_protection_methods.csv,Improper Synchronization
cisq_data_protection_methods.csv,Improper Initialization
cisq_data_protection_methods.csv,Improper Locking
cisq_data_protection_methods.csv,Operation on a Resource after Expiration or Release
cisq_data_protection_methods.csv,Incorrect Conversion between Numeric Types
cisq_data_protection_methods.csv,Incorrect Calculation
cisq_data_protection_methods.csv,Improper Check or Handling of Exceptional Conditions
cisq_data_protection_methods.csv,Incorrect Type Conversion or Cast
cisq_data_protection_methods.csv,Incorrect Permission Assignment for Critical Resource
cisq_data_protection_methods.csv,Free of Pointer not at Start of Buffer
cisq_data_protection_methods.csv,Mismatched Memory Management Routines
cisq_data_protection_methods.csv,Release of Invalid Pointer or Reference
cisq_data_protection_methods.csv,Multiple Locks of a Critical Resource
cisq_data_protection_methods.csv,Missing Release of Resource after Effective Lifetime
cisq_data_protection_methods.csv,Missing Release of File Descriptor or Handle after Effective Lifetime
cisq_data_protection_methods.csv,Access of Memory Location Before Start of Buffer
cisq_data_protection_methods.csv,Out-of-bounds Write
cisq_data_protection_methods.csv,Access of Memory Location After End of Buffer
cisq_data_protection_methods.csv,Use of Hard-coded Credentials
cisq_data_protection_methods.csv,Buffer Access with Incorrect Length Value
cisq_data_protection_methods.csv,Missing Synchronization
cisq_data_protection_methods.csv,Incorrect Synchronization
cisq_data_protection_methods.csv,Untrusted Pointer Dereference
cisq_data_protection_methods.csv,Use of Out-of-range Pointer Offset
cisq_data_protection_methods.csv,Access of Uninitialized Pointer
cisq_data_protection_methods.csv,Expired Pointer Dereference
cisq_data_protection_methods.csv,Missing Authorization
cisq_data_protection_methods.csv,Incorrect Authorization
cisq_data_protection_methods.csv,Use of Uninitialized Resource
cisq_data_protection_methods.csv,Improperly Controlled Modification of Dynamically-Determined Object Attributes
cisq_data_protection_methods.csv,Improper Neutralization of Special Elements used in an Expression Language Statement ('Expression Language Injection')
cisq_data_protection_methods.csv,Initialization with Hard-Coded Network Resource Configuration Data
cisq_data_protection_methods.csv,Invokable Control Element in Multi-Thread Context with non-Final Static Storable or Member Element
cisq_data_protection_methods.csv,Singleton Class Instance Creation without Proper Locking or Synchronization
cisq_quality_measures_2020.csv,Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal')
cisq_quality_measures_2020.csv,Relative Path Traversal
cisq_quality_measures_2020.csv,Absolute Path Traversal
cisq_quality_measures_2020.csv,Improper Neutralization of Special Elements used in a Command ('Command Injection')
cisq_quality_measures_2020.csv,Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection')
cisq_quality_measures_2020.csv,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')
cisq_quality_measures_2020.csv,Improper Neutralization of Argument Delimiters in a Command ('Argument Injection')
cisq_quality_measures_2020.csv,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection')
cisq_quality_measures_2020.csv,Improper Neutralization of Special Elements used in an LDAP Query ('LDAP Injection')
cisq_quality_measures_2020.csv,XML Injection (aka Blind XPath Injection)
cisq_quality_measures_2020.csv,Improper Control of Resource Identifiers ('Resource Injection')
cisq_quality_measures_2020.csv,Improper Restriction of Operations within the Bounds of a Memory Buffer
cisq_quality_measures_2020.csv,Buffer Copy without Checking Size of Input ('Classic Buffer Overflow')
cisq_quality_measures_2020.csv,Write-what-where Condition
cisq_quality_measures_2020.csv,Out-of-bounds Read
cisq_quality_measures_2020.csv,Improper Validation of Array Index
cisq_quality_measures_2020.csv,Improper Handling of Length Parameter Inconsistency
cisq_quality_measures_2020.csv,Incorrect Calculation of Buffer Size
cisq_quality_measures_2020.csv,Improper Null Termination
cisq_quality_measures_2020.csv,Unexpected Sign Extension
cisq_quality_measures_2020.csv,Signed to Unsigned Conversion Error
cisq_quality_measures_2020.csv,Unsigned to Signed Conversion Error
cisq_quality_measures_2020.csv,Numeric Truncation Error
cisq_quality_measures_2020.csv,Uncaught Exception
cisq_quality_measures_2020.csv,Unchecked Return Value
cisq_quality_measures_2020.csv,Use of Hard-coded Password
cisq_quality_measures_2020.csv,Use of Hard-coded Cryptographic Key
cisq_quality_measures_2020.csv,Race Condition within a Thread
cisq_quality_measures_2020.csv,Divide By Zero
cisq_quality_measures_2020.csv,Detection of Error Condition Without Action
cisq_quality_measures_2020.csv,Unchecked Error Condition
cisq_quality_measures_2020.csv,Missing Report of Error Condition
cisq_quality_measures_2020.csv,Unexpected Status Code or Return Value
cisq_quality_measures_2020.csv,Missing Release of Memory after Effective Lifetime
cisq_quality_measures_2020.csv,Improper Resource Shutdown or Release
cisq_quality_measures_2020.csv,Inefficient Algorithmic Complexity
cisq_quality_measures_2020.csv,Double Free
cisq_quality_measures_2020.csv,Use After Free
cisq_quality_measures_2020.csv,Improper Protection of Alternate Path
cisq_quality_measures_2020.csv,Missing Initialization of a Variable
cisq_quality_measures_2020.csv,Use of Uninitialized Variable
cisq_quality_measures_2020.csv,Incomplete Cleanup
cisq_quality_measures_2020.csv,NULL Pointer Dereference
cisq_quality_measures_2020.csv,Use of Obsolete Function
cisq_quality_measures_2020.csv,Missing Default Case in Multiple Condition Expression
cisq_quality_measures_2020.csv,Use of Incorrect Operator
cisq_quality_measures_2020.csv,Omitted Break Statement in Switch
cisq_quality_measures_2020.csv,Deserialization of Untrusted Data
cisq_quality_measures_2020.csv,Use of Singleton Pattern Without Synchronization in a Multithreaded Context
cisq_quality_measures_2020.csv,Dead Code
cisq_quality_measures_2020.csv,Return of Stack Variable Address
cisq_quality_measures_2020.csv,SQL Injection: Hibernate
cisq_quality_measures_2020.csv,Unsynchronized Access to Shared Data in a Multithreaded Context
cisq_quality_measures_2020.csv,Expression is Always False
cisq_quality_measures_2020.csv,Expression is Always True
cisq_quality_measures_2020.csv,Comparison of Object References Instead of Object Contents
cisq_quality_measures_2020.csv,Use of Wrong Operator in String Comparison
cisq_quality_measures_2020.csv,Unchecked Input for Loop Condition
cisq_quality_measures_2020.csv,Improper Restriction of XML External Entity Reference
cisq_quality_measures_2020.csv,Executable Regular Expression Error
cisq_quality_measures_2020.csv,Improper Neutralization of Data within XPath Expressions ('XPath Injection')
cisq_quality_measures_2020.csv,Improper Neutralization of Data within XQuery Expressions ('XQuery Injection')
cisq_quality_measures_2020.csv,Improper Synchronization
cisq_quality_measures_2020.csv,Improper Initialization
cisq_quality_measures_2020.csv,Improper Locking
cisq_quality_measures_2020.csv,Operation on a Resource after Expiration or Release
cisq_quality_measures_2020.csv,Incorrect Conversion between Numeric Types
cisq_quality_measures_2020.csv,Incorrect Calculation
cisq_quality_measures_2020.csv,Improper Check or Handling of Exceptional Conditions
cisq_quality_measures_2020.csv,Incorrect Type Conversion or Cast
cisq_quality_measures_2020.csv,Incorrect Permission Assignment for Critical Resource
cisq_quality_measures_2020.csv,"Reliance on Undefined, Unspecified, or Implementation-Defined Behavior"
cisq_quality_measures_2020.csv,Multiple Locks of a Critical Resource
cisq_quality_measures_2020.csv,Missing Release of Resource after Effective Lifetime
cisq_quality_measures_2020.csv,Missing Release of File Descriptor or Handle after Effective Lifetime
cisq_quality_measures_2020.csv,Insufficient Logging
cisq_quality_measures_2020.csv,Operator Precedence Logic Error
cisq_quality_measures_2020.csv,Access of Memory Location Before Start of Buffer
cisq_quality_measures_2020.csv,Out-of-bounds Write
cisq_quality_measures_2020.csv,Access of Memory Location After End of Buffer
cisq_quality_measures_2020.csv,Memory Allocation with Excessive Size Value
cisq_quality_measures_2020.csv,Use of Hard-coded Credentials
cisq_quality_measures_2020.csv,Buffer Access with Incorrect Length Value
cisq_quality_measures_2020.csv,Missing Synchronization
cisq_quality_measures_2020.csv,Incorrect Synchronization
cisq_quality_measures_2020.csv,Untrusted Pointer Dereference
cisq_quality_measures_2020.csv,Use of Out-of-range Pointer Offset
cisq_quality_measures_2020.csv,Access of Uninitialized Pointer
cisq_quality_measures_2020.csv,Expired Pointer Dereference
cisq_quality_measures_2020.csv,Deadlock
cisq_quality_measures_2020.csv,Loop with Unreachable Exit Condition ('Infinite Loop')
cisq_quality_measures_2020.csv,Use of Uninitialized Resource
cisq_quality_measures_2020.csv,Improper Neutralization of Special Elements used in an Expression Language Statement ('Expression Language Injection')
cisq_quality_measures_2020.csv,Use of Redundant Code
cisq_quality_measures_2020.csv,Static Member Data Element outside of a Singleton Class Element
cisq_quality_measures_2020.csv,Data Element Aggregating an Excessively Large Number of Non-Primitive Elements
cisq_quality_measures_2020.csv,Parent Class with a Virtual Destructor and a Child Class without a Virtual Destructor
cisq_quality_measures_2020.csv,Creation of Immutable Text Using String Concatenation
cisq_quality_measures_2020.csv,Modules with Circular Dependencies
cisq_quality_measures_2020.csv,Invokable Control Element with Large Number of Outward Calls
cisq_quality_measures_2020.csv,Excessive Data Query Operations in a Large Data Table
cisq_quality_measures_2020.csv,Excessive Platform Resource Consumption within a Loop
cisq_quality_measures_2020.csv,Initialization with Hard-Coded Network Resource Configuration Data
cisq_quality_measures_2020.csv,Excessive Use of Hard-Coded Literals in Initialization
cisq_quality_measures_2020.csv,Invocation of a Control Element at an Unnecessarily Deep Horizontal Layer
cisq_quality_measures_2020.csv,Multiple Inheritance from Concrete Classes
cisq_quality_measures_2020.csv,Data Access Operations Outside of Expected Data Manager Component
cisq_quality_measures_2020.csv,Invokable Control Element in Multi-Thread Context with non-Final Static Storable or Member Element
cisq_quality_measures_2020.csv,Excessive Number of Inefficient Server-Side Data Accesses
cisq_quality_measures_2020.csv,Parent Class with References to Child Class
cisq_quality_measures_2020.csv,Invokable Control Element with Signature Containing an Excessive Number of Parameters
cisq_quality_measures_2020.csv,Missing Serialization Control Element
cisq_quality_measures_2020.csv,Excessive Execution of Sequential Searches of Data Resource
cisq_quality_measures_2020.csv,Serializable Data Element Containing non-Serializable Item Elements
cisq_quality_measures_2020.csv,Data Resource Access without Use of Connection Pooling
cisq_quality_measures_2020.csv,Non-SQL Invokable Control Element with Excessive Number of Data Resource Accesses
cisq_quality_measures_2020.csv,Class with Excessively Deep Inheritance
cisq_quality_measures_2020.csv,Unconditional Control Flow Transfer outside of Switch Block
cisq_quality_measures_2020.csv,Floating Point Comparison with Incorrect Operator
cisq_quality_measures_2020.csv,Parent Class without Virtual Destructor Method
cisq_quality_measures_2020.csv,Source Code File with Excessive Number of Lines of Code
cisq_quality_measures_2020.csv,Class Instance Self Destruction Control Element
cisq_quality_measures_2020.csv,Data Access from Outside Expected Data Manager Component
cisq_quality_measures_2020.csv,Invokable Control Element with Excessive File or Data Access Operations
cisq_quality_measures_2020.csv,Invokable Control Element with Excessive Volume of Commented-out Code
cisq_quality_measures_2020.csv,Class with Excessive Number of Child Classes
cisq_quality_measures_2020.csv,Class with Virtual Method without a Virtual Destructor
cisq_quality_measures_2020.csv,Synchronous Access of Remote Resource without Timeout
cisq_quality_measures_2020.csv,Large Data Table with Excessive Number of Indices
cisq_quality_measures_2020.csv,Method Containing Access of a Member Element from Another Class
cisq_quality_measures_2020.csv,Use of Object without Invoking Destructor Method
cisq_quality_measures_2020.csv,Excessive Index Range Scan for a Data Resource
cisq_quality_measures_2020.csv,Loop Condition Value Update within the Loop
